id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
45,1,Licence Informatique,Google Data Engineer,"['Scikit-learn', 'Hadoop', 'Java', 'Spark', 'Django']","['Adaptabilité', 'Gestion du temps', 'Leadership']","['Allemand', 'Français']","Dakar, Sénégal",Pas mobile,Dans 1 mois,"Expériences: Data Engineer chez StartDev (2015-2023). Diplômes: Licence Informatique. Certifications: Google Data Engineer. Compétences techniques: Scikit-learn, Hadoop, Java, Spark, Django. Compétences comportementales: Adaptabilité, Gestion du temps, Leadership. Langues: Allemand, Français. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 1 mois."
46,3,PhD en Intelligence Artificielle,Aucune,"['Numpy', 'Vue.js', 'GCP', 'React', 'TensorFlow']","['Gestion du temps', 'Communication', 'Créativité']","['Français', 'Allemand']","Paris, France",Mobile,Dans 1 mois,"Expériences: Ingénieur Logiciel chez FinTechX (2014-2018). Diplômes: PhD en Intelligence Artificielle. Certifications: Aucune. Compétences techniques: Numpy, Vue.js, GCP, React, TensorFlow. Compétences comportementales: Gestion du temps, Communication, Créativité. Langues: Français, Allemand. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois."
47,1,Diplôme d’ingénieur Logiciel,AWS Certified Solutions Architect,"['Node.js', 'SQL', 'TensorFlow', 'PyTorch', 'AWS']","['Adaptabilité', 'Leadership', 'Résolution de problèmes']","['Allemand', 'Français']","Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: Data Scientist chez BigDataCorp (2014-2023). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: AWS Certified Solutions Architect. Compétences techniques: Node.js, SQL, TensorFlow, PyTorch, AWS. Compétences comportementales: Adaptabilité, Leadership, Résolution de problèmes. Langues: Allemand, Français. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate."
48,7,Diplôme d’ingénieur Logiciel,Microsoft Azure Administrator,"['JavaScript', 'SQL', 'Kubernetes', 'Spark', 'Python']","['Travail en équipe', 'Adaptabilité', 'Leadership']","['Français', 'Espagnol']","Montréal, Canada",Mobile,Immédiate,"Expériences: Data Engineer à CloudOps (2018-2021). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Microsoft Azure Administrator. Compétences techniques: JavaScript, SQL, Kubernetes, Spark, Python. Compétences comportementales: Travail en équipe, Adaptabilité, Leadership. Langues: Français, Espagnol. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Immédiate."
49,1,Licence Informatique,Aucune,"['React', 'SQL', 'Django', 'Numpy', 'GCP']","['Leadership', 'Communication', 'Résolution de problèmes']","['Espagnol', 'Anglais']","Paris, France",Mobile,Dans 1 mois,"Expériences: Data Scientist chez StartDev (2018-2019). Diplômes: Licence Informatique. Certifications: Aucune. Compétences techniques: React, SQL, Django, Numpy, GCP. Compétences comportementales: Leadership, Communication, Résolution de problèmes. Langues: Espagnol, Anglais. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois."
50,5,Licence Informatique,AWS Certified Solutions Architect,"['Spark', 'Scikit-learn', 'TensorFlow', 'Pandas', 'Java']","['Créativité', 'Résolution de problèmes', 'Adaptabilité']","['Français', 'Allemand']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Développeur à BigDataCorp (2015-2020). Diplômes: Licence Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Spark, Scikit-learn, TensorFlow, Pandas, Java. Compétences comportementales: Créativité, Résolution de problèmes, Adaptabilité. Langues: Français, Allemand. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois."
51,2,Master en Intelligence Artificelle,Machine learning avec Microsoft,"['Python', 'Intelligence artificielle', 'Data Science']","[""Travaille d'équipe"", 'Communication', 'Écoute', 'Rigoureux']","['Français', 'Anglais']",Cotonou-Bénin,Mobile,Immédiate,"Expériences: Développeur python chez BlackBenAI depuis 2ans avec une spécialisation en DataScience. Diplômes: Master en Intelligence Artificelle. Certifications: Machine learning avec Microsoft. Compétences techniques: Python, Intelligence artificielle, Data Science. Compétences comportementales: Travaille d'équipe, Communication, Écoute, Rigoureux. Langues: Français, Anglais. Localisation: Cotonou-Bénin. Mobilité: Mobile. Disponibilité: Immédiate."
52,4,Diplôme d'ingénieur Logiciel,CEH,"['HTML', 'Photoshop', 'WordPress', 'CSS', 'InDesign', 'Google Analytics', 'Salesforce', 'SEA']","['Pensée analytique', 'Empathie', 'Communication']","['Français', 'Anglais', 'Espagnol']","Tunis, Tunisie",Pas mobile,Dans 1 mois,"Expériences: Community Manager chez AgileTeam (2020-2022). Responsable marketing chez TechVentures (2022-2024). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: CEH. Compétences techniques: HTML, Photoshop, WordPress, CSS, InDesign, Google Analytics, Salesforce, SEA. Compétences comportementales: Pensée analytique, Empathie, Communication. Langues: Français, Anglais, Espagnol. Localisation: Tunis, Tunisie. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Chef de projet e-commerce."
53,10,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['HTML', 'Email Marketing', 'Illustrator', 'SEO', 'Buffer', 'Google Ads', 'Salesforce']","['Adaptabilité', 'Esprit critique', 'Pensée analytique']","['Français', 'Anglais', 'Espagnol']","Montréal, Canada",Ouvert au télétravail,Dans 3 mois,"Expériences: Consultant SEO chez TechCorp (2014-2015). Traffic Manager chez DataDriven (2016-2018). Responsable marketing chez TechVentures (2018-2019). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: HTML, Email Marketing, Illustrator, SEO, Buffer, Google Ads, Salesforce. Compétences comportementales: Adaptabilité, Esprit critique, Pensée analytique. Langues: Français, Anglais, Espagnol. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Chef de projet marketing digital."
54,12,Licence Communication,HubSpot Marketing,"['Facebook Ads', 'Google Analytics', 'Hootsuite', 'Email Marketing', 'WordPress']","['Pensée analytique', 'Esprit critique', 'Résolution de problèmes']","['Français', 'Anglais', 'Espagnol']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: Consultant SEO chez StartupHub (2012-2013). Chef de projet digital chez CloudInnovate (2014-2017). Community Manager chez SmartTech (2016-2018). Diplômes: Licence Communication. Certifications: HubSpot Marketing. Compétences techniques: Facebook Ads, Google Analytics, Hootsuite, Email Marketing, WordPress. Compétences comportementales: Pensée analytique, Esprit critique, Résolution de problèmes. Langues: Français, Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Community manager."
55,14,Master Informatique,Aucune,"['JavaScript', 'Photoshop', 'Google Analytics', 'Email Marketing', 'HTML', 'Salesforce', 'SEA']","['Adaptabilité', 'Esprit critique', 'Communication']","['Anglais', 'Espagnol']","Dakar, Sénégal",Mobile,Dans 1 mois,"Expériences: Consultant SEO chez TechVentures (2010-2013). Chargé de communication chez StartupHub (2012-2014). Consultant SEO chez SmartTech (2014-2015). Diplômes: Master Informatique. Certifications: Aucune. Compétences techniques: JavaScript, Photoshop, Google Analytics, Email Marketing, HTML, Salesforce, SEA. Compétences comportementales: Adaptabilité, Esprit critique, Communication. Langues: Anglais, Espagnol. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Référent digital."
56,2,Master Informatique,Kubernetes Administrator,"['SEO', 'SEA', 'Email Marketing', 'InDesign', 'CSS', 'Content Marketing', 'Salesforce']","['Empathie', 'Créativité', 'Résolution de problèmes']","['Français', 'Anglais']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 1 mois,"Expériences: Consultant SEO chez CloudMasters (2022-2023). Diplômes: Master Informatique. Certifications: Kubernetes Administrator. Compétences techniques: SEO, SEA, Email Marketing, InDesign, CSS, Content Marketing, Salesforce. Compétences comportementales: Empathie, Créativité, Résolution de problèmes. Langues: Français, Anglais. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Chef de projet communication digitale."
57,13,MBA Management Digital,CEH,"['HubSpot', 'Hootsuite', 'Facebook Ads', 'InDesign', 'SEA', 'Google Analytics']","['Créativité', 'Adaptabilité', 'Leadership']","['Français', 'Anglais', 'Allemand']","Dakar, Sénégal",Mobile,Dans 3 mois,"Expériences: Traffic Manager chez InnovateLab (2011-2013). Community Manager chez StartupHub (2013-2015). Consultant SEO chez AgileTeam (2015-2018). Diplômes: MBA Management Digital. Certifications: CEH. Compétences techniques: HubSpot, Hootsuite, Facebook Ads, InDesign, SEA, Google Analytics. Compétences comportementales: Créativité, Adaptabilité, Leadership. Langues: Français, Anglais, Allemand. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Growth hacker."
58,8,PhD en Intelligence Artificielle,AWS Certified Solutions Architect,"['Content Marketing', 'HTML', 'SEA', 'Illustrator', 'Google Ads']","['Gestion du temps', 'Adaptabilité', 'Leadership']","['Anglais', 'Espagnol']","Genève, Suisse",Mobile,Dans 3 mois,"Expériences: Chargé de communication chez TechVentures (2016-2017). Community Manager chez TechVentures (2018-2021). Chargé de communication chez DigitalFirst (2020-2021). Diplômes: PhD en Intelligence Artificielle. Certifications: AWS Certified Solutions Architect. Compétences techniques: Content Marketing, HTML, SEA, Illustrator, Google Ads. Compétences comportementales: Gestion du temps, Adaptabilité, Leadership. Langues: Anglais, Espagnol. Localisation: Genève, Suisse. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Chargé e-commerce."
59,4,Master Informatique,CISSP,"['Content Marketing', 'Buffer', 'WordPress', 'Google Ads', 'Mailchimp', 'Salesforce', 'Google Analytics']","['Créativité', 'Travail en équipe', 'Adaptabilité']","['Français', 'Anglais', 'Allemand']","Bruxelles, Belgique",Ouvert au télétravail,Dans 1 mois,"Expériences: Community Manager chez InnovateLab (2020-2021). Chargé de communication chez CloudInnovate (2022-2023). Diplômes: Master Informatique. Certifications: CISSP. Compétences techniques: Content Marketing, Buffer, WordPress, Google Ads, Mailchimp, Salesforce, Google Analytics. Compétences comportementales: Créativité, Travail en équipe, Adaptabilité. Langues: Français, Anglais, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Community manager."
60,6,DUT Réseaux et Télécommunications,Aucune,"['InDesign', 'Photoshop', 'HubSpot', 'SEO', 'Mailchimp', 'Buffer']","['Adaptabilité', 'Travail en équipe', 'Pensée analytique']","['Français', 'Anglais', 'Espagnol']","Montréal, Canada",Mobile,Dans 3 mois,"Expériences: Community Manager chez CloudInnovate (2018-2020). Responsable marketing chez DataSolutions (2020-2021). Chef de projet digital chez DataDriven (2022-2023). Diplômes: DUT Réseaux et Télécommunications. Certifications: Aucune. Compétences techniques: InDesign, Photoshop, HubSpot, SEO, Mailchimp, Buffer. Compétences comportementales: Adaptabilité, Travail en équipe, Pensée analytique. Langues: Français, Anglais, Espagnol. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Médiateur numérique."
61,10,Licence Communication,Scrum Master,"['NoSQL', 'NLP', 'Hadoop', 'Computer Vision', 'R', 'Spark', 'Deep Learning']","['Communication', 'Travail en équipe', 'Pensée analytique']","['Français', 'Anglais', 'Espagnol']","Montréal, Canada",Pas mobile,Dans 3 mois,"Expériences: Data Analyst chez TechCorp (2014-2016). Data Architect chez DataDriven (2016-2019). Data Architect chez CloudInnovate (2018-2020). Diplômes: Licence Communication. Certifications: Scrum Master. Compétences techniques: NoSQL, NLP, Hadoop, Computer Vision, R, Spark, Deep Learning. Compétences comportementales: Communication, Travail en équipe, Pensée analytique. Langues: Français, Anglais, Espagnol. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Responsable CRM."
62,3,DUT Réseaux et Télécommunications,Google Data Engineer,"['NLP', 'Machine Learning', 'Scikit-learn', 'Deep Learning', 'NoSQL', 'Power BI']","['Empathie', 'Pensée analytique', 'Créativité']",['Français'],"Casablanca, Maroc",Ouvert au télétravail,Immédiate,"Expériences: Data Architect chez CloudMasters (2021-2024). Diplômes: DUT Réseaux et Télécommunications. Certifications: Google Data Engineer. Compétences techniques: NLP, Machine Learning, Scikit-learn, Deep Learning, NoSQL, Power BI. Compétences comportementales: Empathie, Pensée analytique, Créativité. Langues: Français. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Technicien base de données."
63,4,PhD en Intelligence Artificielle,HubSpot Marketing,"['Computer Vision', 'Power BI', 'R', 'Jupyter', 'Machine Learning']","['Empathie', 'Travail en équipe', 'Gestion du temps']",['Français'],"Tunis, Tunisie",Mobile,Dans 1 mois,"Expériences: Data Engineer chez InnovateLab (2020-2023). Data Engineer chez AgileTeam (2022-2025). Diplômes: PhD en Intelligence Artificielle. Certifications: HubSpot Marketing. Compétences techniques: Computer Vision, Power BI, R, Jupyter, Machine Learning. Compétences comportementales: Empathie, Travail en équipe, Gestion du temps. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Data Analyst."
64,2,Master Marketing Digital,AWS Certified Solutions Architect,"['Pandas', 'NLP', 'Deep Learning', 'Python', 'NoSQL']","['Leadership', 'Gestion du temps', 'Créativité']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Mobile,Dans 1 mois,"Expériences: ML Engineer chez DevFactory (2022-2024). Diplômes: Master Marketing Digital. Certifications: AWS Certified Solutions Architect. Compétences techniques: Pandas, NLP, Deep Learning, Python, NoSQL. Compétences comportementales: Leadership, Gestion du temps, Créativité. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Prompt engineer."
65,1,PhD en Intelligence Artificielle,Adobe Certified Expert,"['Spark', 'Pandas', 'Computer Vision', 'Numpy', 'NoSQL', 'SQL', 'Power BI', 'NLP']","['Esprit critique', 'Créativité', 'Pensée analytique']","['Anglais', 'Espagnol']","Lyon, France",Mobile,Dans 3 mois,"Expériences: ML Engineer chez CloudInnovate (2023-2025). Diplômes: PhD en Intelligence Artificielle. Certifications: Adobe Certified Expert. Compétences techniques: Spark, Pandas, Computer Vision, Numpy, NoSQL, SQL, Power BI, NLP. Compétences comportementales: Esprit critique, Créativité, Pensée analytique. Langues: Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Gestionnaire de base de données."
66,2,Diplôme d'ingénieur Logiciel,PMP,"['Tableau', 'Computer Vision', 'NoSQL', 'R', 'TensorFlow', 'MongoDB', 'PyTorch']","['Empathie', 'Résolution de problèmes', 'Communication']",['Français'],"Bamako, Mali",Ouvert au télétravail,Immédiate,"Expériences: Data Analyst chez AgileTeam (2022-2025). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: PMP. Compétences techniques: Tableau, Computer Vision, NoSQL, R, TensorFlow, MongoDB, PyTorch. Compétences comportementales: Empathie, Résolution de problèmes, Communication. Langues: Français. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Developpeur Big Data."
67,9,MBA Management Digital,Kubernetes Administrator,"['NoSQL', 'Machine Learning', 'Scikit-learn', 'Deep Learning', 'Jupyter', 'Power BI', 'Computer Vision', 'Spark']","['Résolution de problèmes', 'Pensée analytique', 'Communication']","['Anglais', 'Espagnol']","Casablanca, Maroc",Pas mobile,Dans 1 mois,"Expériences: Data Architect chez DataDriven (2015-2018). AI Researcher chez CloudMasters (2017-2020). Data Scientist chez SmartTech (2019-2022). Diplômes: MBA Management Digital. Certifications: Kubernetes Administrator. Compétences techniques: NoSQL, Machine Learning, Scikit-learn, Deep Learning, Jupyter, Power BI, Computer Vision, Spark. Compétences comportementales: Résolution de problèmes, Pensée analytique, Communication. Langues: Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Responsable CRM."
